,SA_HOMER_ID,DEVICE_ID,D_DAY,LATITUDE_HOME,LONGITUDE_HOME,LATITUDE_WORK,LONGITUDE_WORK,CNT_LOG_HOME,CNT_LOG_NON_HOME,VOLUME,UNITS,Unnamed: 11,Distance
9108,5q5193,5394754,2017/11/12,21.9611,108.6232,,,2,0,11393.0,4.0,,
9109,538257,5393565,2017/11/12,36.1843,116.7665,36.1844,116.7663,3,8,3999.0,1.0,,21.11468725286685
9110,5w8192,5396008,2017/11/12,49.2148,119.7348,49.2286,119.7643,3,7,9597.0,3.0,,2635.2835574857518
9111,5h51200,5396585,2017/11/12,40.2233,116.2275,40.2229,116.2278,2,1,7097.0,3.0,,51.254567055893375
9112,5101182,5394335,2017/11/12,39.0503,117.4491,39.0596,117.4197,2,8,4796.0,2.0,,2741.1618627195853
9113,5b2411,5393652,2017/11/12,36.0972,114.3489,36.0969,114.3489,0,2,2400.0,1.0,,33.35847799370506
9114,532578,5399270,2017/11/12,24.8054,113.57600000000001,24.8095,113.5914,0,1,5100.0,2.0,,1619.8645912582042
9115,556289,5396363,2017/11/12,37.7377,117.604,37.7379,117.6039,4,7,18545.0,5.0,,23.91439726438751
9116,5w7070,5393306,2017/11/12,39.5697,109.74799999999999,39.5572,109.7539,4,6,11870.0,5.0,,1479.0939216861907
9117,5m6279,5393849,2017/11/12,39.266,113.5517,39.2568,113.5676,2,7,3998.0,3.0,,1708.92099711025
9118,5b4176,5393017,2017/11/12,32.9841,114.0284,,,3,0,3200.0,1.0,,
9119,5102099,5394230,2017/11/12,39.0237,117.4586,38.9533,117.3993,0,1,3500.0,2.0,,9356.677580168225
9120,5013513,5398677,2017/11/12,22.9579,113.4379,22.9597,113.4275,1,3,14993.0,6.0,,1083.4690810139737
9121,5c81096,5395028,2017/11/12,24.5028,118.1223,24.5032,118.1224,1,4,2799.0,1.0,,45.614308477848326
9122,5b2378,5393848,2017/11/12,35.9155,114.3483,35.916,114.3785,1,9,18747.0,3.0,,2720.21695939013
9123,5s6160,5393898,2017/11/12,39.3392,112.4354,39.34,112.4353,3,8,6896.0,3.0,,89.37067056431117
